bioguideId,depiction,district,name,partyName,state,terms,updateDate,url
C000141,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/c000141_200.jpg""}",,"Cardin, Benjamin L.",Democratic,Maryland,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2007, ""startYear"": 1987}, {""chamber"": ""Senate"", ""endYear"": 2025, ""startYear"": 2007}]}",2025-01-03T22:02:22Z,https://api.congress.gov/v3/member/C000141?format=json
B001310,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/b001310_200.jpg""}",,"Braun, Mike",Republican,Indiana,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2025, ""startYear"": 2019}]}",2025-01-03T22:01:45Z,https://api.congress.gov/v3/member/B001310?format=json
B000944,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/b000944_200.jpg""}",,"Brown, Sherrod",Democratic,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2007, ""startYear"": 1993}, {""chamber"": ""Senate"", ""endYear"": 2025, ""startYear"": 2007}]}",2025-01-03T22:00:53Z,https://api.congress.gov/v3/member/B000944?format=json
H001097,"{""attribution"": ""Official U.S. Senate Photo"", ""imageUrl"": ""https://www.congress.gov/img/member/6705445b99dce9b5b414f5d4_200.jpg""}",,"Helmy, George S.",Democratic,New Jersey,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2024, ""startYear"": 2024}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/H001097?format=json
B001320,"{""attribution"": ""Image courtesy of the Senator"", ""imageUrl"": ""https://www.congress.gov/img/member/b001320_200.jpg""}",,"Butler, Laphonza R.",Democratic,California,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2024, ""startYear"": 2023}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/B001320?format=json
S001222,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001222_200.jpg""}",3,"Santos, George",Republican,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 2023}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/S001222?format=json
J000308,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000308_200.jpg""}",14,"Jackson, Jeff",Democratic,North Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2023}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/J000308?format=json
G000582,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000582_200.jpg""}",,"González-Colón, Jenniffer",Republican,Puerto Rico,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2025, ""startYear"": 2017}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/G000582?format=json
S001197,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001197_200.jpg""}",,"Sasse, Ben",Republican,Nebraska,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2023, ""startYear"": 2015}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/S001197?format=json
B001297,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_co_4_buck_ken_200.jpg""}",4,"Buck, Ken",Republican,Colorado,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2015}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/B001297?format=json
S001192,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001192_200.jpg""}",2,"Stewart, Chris",Republican,Utah,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 2013}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/S001192?format=json
P000604,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000604_200.jpg""}",10,"Payne, Donald M.",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 2012}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/P000604?format=json
F000062,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/f000062_200.jpg""}",,"Feinstein, Dianne",Democratic,California,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2023, ""startYear"": 1992}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/F000062?format=json
J000032,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/j000032_200.jpg""}",18,"Jackson Lee, Sheila",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2024, ""startYear"": 1995}]}",2025-01-03T18:12:55Z,https://api.congress.gov/v3/member/J000032?format=json
B000506,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/b000506_200.jpg""}",4,"Blackburn, Ben",Republican,Georgia,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1975, ""startYear"": 1967}]}",2024-12-31T19:26:57Z,https://api.congress.gov/v3/member/B000506?format=json
K000162,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/k000162_200.jpg""}",2,"Keys, Martha E.",Democratic,Kansas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1979, ""startYear"": 1975}]}",2024-12-31T19:24:17Z,https://api.congress.gov/v3/member/K000162?format=json
S000749,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/15032430748?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000749_200.jpg""}",5,"Spratt, John M., Jr.",Democratic,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2011, ""startYear"": 1983}]}",2024-12-17T13:52:15Z,https://api.congress.gov/v3/member/S000749?format=json
L000169,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/29022?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/l000169_200.jpg""}",2,"Leach, James A.",Republican,Iowa,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2007, ""startYear"": 1977}]}",2024-12-16T13:17:01Z,https://api.congress.gov/v3/member/L000169?format=json
P000121,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/p000121_200.jpg""}",38,"Patterson, Jerry M.",Democratic,California,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1985, ""startYear"": 1975}]}",2024-11-18T19:38:01Z,https://api.congress.gov/v3/member/P000121?format=json
I000029,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/i000029_200.jpg""}",10,"Ireland, Andrew P.",Republican,Florida,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1993, ""startYear"": 1977}]}",2024-11-18T19:37:33Z,https://api.congress.gov/v3/member/I000029?format=json
H000666,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/h000666_200.jpg""}",7,"Hobson, David L.",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2009, ""startYear"": 1991}]}",2024-11-14T20:21:40Z,https://api.congress.gov/v3/member/H000666?format=json
J000177,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/j000177_200.jpg""}",,"Johnson, Tim",Democratic,South Dakota,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1997, ""startYear"": 1987}, {""chamber"": ""Senate"", ""endYear"": 2015, ""startYear"": 1997}]}",2024-10-10T15:53:50Z,https://api.congress.gov/v3/member/J000177?format=json
C001089,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/112_rp_mi_11_curzon_david_200.jpg""}",11,"Curson, David Alan",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2013, ""startYear"": 2012}]}",2024-10-04T17:11:33Z,https://api.congress.gov/v3/member/C001089?format=json
E000236,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/e000236_200.jpg""}",,"Evans, Daniel J.",Republican,Washington,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1989, ""startYear"": 1983}]}",2024-09-23T14:08:49Z,https://api.congress.gov/v3/member/E000236?format=json
S000068,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000068_200.jpg""}",,"Sasser, Jim",Democratic,Tennessee,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1995, ""startYear"": 1977}]}",2024-09-12T19:33:39Z,https://api.congress.gov/v3/member/S000068?format=json
C000178,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/c000178_200.jpg""}",8,"Carr, Bob",Democratic,Michigan,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1981, ""startYear"": 1975}, {""chamber"": ""House of Representatives"", ""endYear"": 1995, ""startYear"": 1983}]}",2024-08-28T18:06:09Z,https://api.congress.gov/v3/member/C000178?format=json
N000163,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/n000163_200.jpg""}",33,"Nowak, Henry",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1993, ""startYear"": 1975}]}",2024-08-23T17:55:37Z,https://api.congress.gov/v3/member/N000163?format=json
S001138,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s001138_200.jpg""}",,"Symms, Steven D.",Republican,Idaho,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1981, ""startYear"": 1973}, {""chamber"": ""Senate"", ""endYear"": 1993, ""startYear"": 1981}]}",2024-08-12T11:27:25Z,https://api.congress.gov/v3/member/S001138?format=json
R000354,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/r000354_200.jpg""}",2,"Robinson, Tommy F.",Republican,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1991, ""startYear"": 1985}]}",2024-07-12T11:49:50Z,https://api.congress.gov/v3/member/R000354?format=json
I000024,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/i000024_200.jpg""}",,"Inhofe, James M.",Republican,Oklahoma,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1995, ""startYear"": 1987}, {""chamber"": ""Senate"", ""endYear"": 2023, ""startYear"": 1994}]}",2024-07-09T16:24:27Z,https://api.congress.gov/v3/member/I000024?format=json
N000051,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/n000051_200.jpg""}",5,"Nethercutt, George R., Jr.",Republican,Washington,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2005, ""startYear"": 1995}]}",2024-06-17T15:15:29Z,https://api.congress.gov/v3/member/N000051?format=json
H001013,,3,"Hutchinson, John G.",Democratic,West Virginia,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1981, ""startYear"": 1979}]}",2024-06-03T17:26:22Z,https://api.congress.gov/v3/member/H001013?format=json
C000116,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/c000116_200.jpg""}",3,"Cannon, Chris",Republican,Utah,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2009, ""startYear"": 1997}]}",2024-05-10T16:35:14Z,https://api.congress.gov/v3/member/C000116?format=json
M000343,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/m000343_200.jpg""}",12,"McCloskey, Paul N., Jr.",Republican,California,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1983, ""startYear"": 1967}]}",2024-05-09T13:36:43Z,https://api.congress.gov/v3/member/M000343?format=json
P000556,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/p000556_200.jpg""}",,"Pryor, David H.",Democratic,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1973, ""startYear"": 1965}, {""chamber"": ""Senate"", ""endYear"": 1997, ""startYear"": 1979}]}",2024-04-24T16:53:00Z,https://api.congress.gov/v3/member/P000556?format=json
M001088,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/m001088_200.jpg""}",20,"Murphy, Austin J.",Democratic,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1995, ""startYear"": 1977}]}",2024-04-18T16:34:31Z,https://api.congress.gov/v3/member/M001088?format=json
G000352,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/g000352_200.jpg""}",,"Graham, Bob",Democratic,Florida,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2005, ""startYear"": 1987}]}",2024-04-17T11:47:24Z,https://api.congress.gov/v3/member/G000352?format=json
G000528,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/g000528_200.jpg""}",5,"Gunter, Bill",Democratic,Florida,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1975, ""startYear"": 1973}]}",2024-04-09T17:02:19Z,https://api.congress.gov/v3/member/G000528?format=json
B000798,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/b000798_200.jpg""}",1,"Brennan, Joseph E.",Democratic,Maine,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1991, ""startYear"": 1987}]}",2024-04-08T15:28:35Z,https://api.congress.gov/v3/member/B000798?format=json
D000210,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/d000210_200.jpg""}",10,"Delahunt, Bill",Democratic,Massachusetts,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2011, ""startYear"": 1997}]}",2024-04-01T15:22:29Z,https://api.congress.gov/v3/member/D000210?format=json
L000304,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/l000304_200.jpg""}",,"Lieberman, Joseph I.",Independent Democrat,Connecticut,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2013, ""startYear"": 1989}]}",2024-03-28T13:34:21Z,https://api.congress.gov/v3/member/L000304?format=json
E000268,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/e000268_200.jpg""}",2,"Everett, Terry",Republican,Alabama,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2009, ""startYear"": 1993}]}",2024-03-13T17:39:51Z,https://api.congress.gov/v3/member/E000268?format=json
M001200,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_va_4_mceachin_a_200.jpg""}",4,"McEachin, A. Donald",Democratic,Virginia,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2022, ""startYear"": 2017}]}",2024-03-04T13:54:08Z,https://api.congress.gov/v3/member/M001200?format=json
C001043,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/c001043_200.jpg""}",,"Carnahan, Jean",Democratic,Missouri,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2002, ""startYear"": 2001}]}",2024-02-01T16:26:03Z,https://api.congress.gov/v3/member/C001043?format=json
M001044,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/m001044_200.jpg""}",23,"Mottl, Ronald M.",Democratic,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1983, ""startYear"": 1975}]}",2024-01-09T16:10:41Z,https://api.congress.gov/v3/member/M001044?format=json
R000252,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/r000252_200.jpg""}",1,"Riggs, Frank",Republican,California,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1993, ""startYear"": 1991}, {""chamber"": ""House of Representatives"", ""endYear"": 1999, ""startYear"": 1995}]}",2024-01-03T17:53:35Z,https://api.congress.gov/v3/member/R000252?format=json
J000126,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_tx_30_johnson_eddie_200.jpg""}",30,"Johnson, Eddie Bernice",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2023, ""startYear"": 1993}]}",2024-01-02T20:08:05Z,https://api.congress.gov/v3/member/J000126?format=json
K000305,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/k000305_200.jpg""}",,"Kohl, Herb",Democratic,Wisconsin,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 2013, ""startYear"": 1989}]}",2023-12-29T16:41:29Z,https://api.congress.gov/v3/member/K000305?format=json
H000392,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/h000392_200.jpg""}",8,"Hayes, Philip H.",Democratic,Indiana,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1977, ""startYear"": 1975}]}",2023-12-29T16:38:49Z,https://api.congress.gov/v3/member/H000392?format=json
K000262,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/k000262_200.jpg""}",8,"Klein, Herbert C.",Democratic,New Jersey,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1995, ""startYear"": 1993}]}",2023-11-27T15:24:44Z,https://api.congress.gov/v3/member/K000262?format=json
J000148,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/j000148_200.jpg""}",4,"Johnson, James P. (Jim)",Republican,Colorado,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1981, ""startYear"": 1973}]}",2023-11-22T17:32:53Z,https://api.congress.gov/v3/member/J000148?format=json
B000556,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/29091?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/b000556_200.jpg""}",7,"Bliley, Tom",Republican,Virginia,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2001, ""startYear"": 1981}]}",2023-11-17T13:32:49Z,https://api.congress.gov/v3/member/B000556?format=json
W000038,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/w000038_200.jpg""}",6,"Waldon, Alton R., Jr.",Democratic,New York,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1987, ""startYear"": 1985}]}",2023-10-19T16:13:13Z,https://api.congress.gov/v3/member/W000038?format=json
D000566,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/d000566_200.jpg""}",,"Durenberger, Dave",Republican,Minnesota,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1995, ""startYear"": 1977}]}",2023-10-19T16:13:13Z,https://api.congress.gov/v3/member/D000566?format=json
C000448,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/c000448_200.jpg""}",,"Clark, Dick",Democratic,Iowa,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1979, ""startYear"": 1973}]}",2023-10-19T16:13:13Z,https://api.congress.gov/v3/member/C000448?format=json
E000198,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/e000198_200.jpg""}",1,"Erdahl, Arlen",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1983, ""startYear"": 1979}]}",2023-10-19T16:13:13Z,https://api.congress.gov/v3/member/E000198?format=json
W000235,"{""imageUrl"": ""https://www.congress.gov/img/member//assets/nomemberphoto-24c94324.png""}",9,"Weber, Ed",Republican,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1983, ""startYear"": 1981}]}",2023-09-28T18:43:07Z,https://api.congress.gov/v3/member/W000235?format=json
F000437,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/f000437_200.jpg""}",,"Faircloth, Lauch",Republican,North Carolina,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1999, ""startYear"": 1993}]}",2023-09-15T17:24:00Z,https://api.congress.gov/v3/member/F000437?format=json
R000229,"{""attribution"": ""Collection of the U.S. House of Representatives, Gift of the U.S. Association of Former Members of Congress"", ""imageUrl"": ""https://www.congress.gov/img/member/r000229_200.jpg""}",3,"Richardson, Bill",Democratic,New Mexico,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1999, ""startYear"": 1983}]}",2023-09-05T12:38:23Z,https://api.congress.gov/v3/member/R000229?format=json
S001075,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/s001075_200.jpg""}",7,"Sundquist, Don",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1995, ""startYear"": 1983}]}",2023-08-28T16:55:27Z,https://api.congress.gov/v3/member/S001075?format=json
Q000010,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/q000010_200.jpg""}",1,"Quie, Albert H.",Republican,Minnesota,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1979, ""startYear"": 1957}]}",2023-08-21T16:35:50Z,https://api.congress.gov/v3/member/Q000010?format=json
B001026,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/b001026_200.jpg""}",,"Buckley, James L.",Republican,New York,"{""item"": [{""chamber"": ""Senate"", ""endYear"": 1977, ""startYear"": 1971}]}",2023-08-18T16:36:30Z,https://api.congress.gov/v3/member/B001026?format=json
W000253,"{""attribution"": ""<a href=\""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm\"">Courtesy U.S. Senate Historical Office</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/w000253_200.jpg""}",,"Weicker, Lowell P., Jr.",Republican,Connecticut,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1971, ""startYear"": 1969}, {""chamber"": ""Senate"", ""endYear"": 1989, ""startYear"": 1973}]}",2023-06-28T18:01:33Z,https://api.congress.gov/v3/member/W000253?format=json
B000620,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/b000620_200.jpg""}",3,"Bonker, Don",Democratic,Washington,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1989, ""startYear"": 1975}]}",2023-06-02T17:03:58Z,https://api.congress.gov/v3/member/B000620?format=json
S000094,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/s000094_200.jpg""}",14,"Sawyer, Tom",Democratic,Ohio,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2003, ""startYear"": 1987}]}",2023-05-24T16:37:53Z,https://api.congress.gov/v3/member/S000094?format=json
B000420,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/b000420_200.jpg""}",1,"Berry, Marion",Democratic,Arkansas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2011, ""startYear"": 1997}]}",2023-05-22T14:23:45Z,https://api.congress.gov/v3/member/B000420?format=json
S000851,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/s000851_200.jpg""}",17,"Stenholm, Charles W.",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2005, ""startYear"": 1979}]}",2023-05-18T21:48:52Z,https://api.congress.gov/v3/member/S000851?format=json
S000394,"{""attribution"": ""Collection of the U.S. House of Representatives <a href=\""http://history.house.gov/Collection/Detail/29247?ret=True\"">About this object</a>"", ""imageUrl"": ""https://www.congress.gov/img/member/s000394_200.jpg""}",9,"Shuster, Bud",Republican,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2001, ""startYear"": 1973}]}",2023-04-20T13:16:37Z,https://api.congress.gov/v3/member/S000394?format=json
S000062,"{""attribution"": ""Collection of the U.S. House of Representatives"", ""imageUrl"": ""https://www.congress.gov/img/member/s000062_200.jpg""}",5,"Sarasin, Ronald A.",Republican,Connecticut,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 1979, ""startYear"": 1973}]}",2023-04-05T16:49:55Z,https://api.congress.gov/v3/member/S000062?format=json
